Tanggal        	Waktu          	NoPlat    	Enkripsi                                          	Decode                                            	Waktu Dekripsi (ms) 
2024-08-22     	21:30:02       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.020               
2024-08-22     	21:30:10       	7B 1882 SEQ    	ScsPV5mFPAvXBkwGhHjOEg==                          	7B 1882 SEQ                                       	0.025               
2024-08-22     	21:30:57       	B 1682 SEO     	AKzAmxR6xGE3pblM6l+BkA==                          	B 1682 SEO                                        	0.021               
2024-08-22     	21:31:41       	B 1505 ZF      	gu1tqoY7nbjY3Rf0gzV8sA==                          	B 1505 ZF                                         	0.021               
2024-08-22     	21:31:42       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.021               
2024-08-22     	21:37:56       	E 1882 SEO     	c/J5Y1SvtW9BTxox4Mpz4g==                          	E 1882 SEO                                        	0.025               
2024-08-22     	21:37:59       	8 1882 SEO     	uiRmZFOnHpFNpGxAwMVzCQ==                          	8 1882 SEO                                        	0.014               
2024-08-22     	21:39:00       	E 1882 SEO     	c/J5Y1SvtW9BTxox4Mpz4g==                          	E 1882 SEO                                        	0.031               
2024-08-22     	21:39:02       	8 1882 SEO     	uiRmZFOnHpFNpGxAwMVzCQ==                          	8 1882 SEO                                        	0.025               
2024-08-22     	21:56:36       	B 1609 PDM     	Qnvu9FVm+u1kbXdu9aqCoA==                          	B 1609 PDM                                        	0.022               
2024-08-22     	21:56:36       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.016               
2024-08-22     	21:56:37       	B 1609 PDM     	Qnvu9FVm+u1kbXdu9aqCoA==                          	B 1609 PDM                                        	0.017               
2024-08-22     	21:56:37       	B 1669 PDM     	oR2u1Omq+GVdmVxr3y1AQg==                          	B 1669 PDM                                        	0.012               
2024-08-22     	21:56:38       	B 1669 PDM     	oR2u1Omq+GVdmVxr3y1AQg==                          	B 1669 PDM                                        	0.011               
2024-08-22     	21:56:39       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.011               
2024-08-22     	21:56:39       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.011               
2024-08-22     	21:56:40       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.012               
2024-08-22     	21:56:40       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.011               
2024-08-22     	21:56:41       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.012               
2024-08-22     	21:56:42       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.012               
2024-08-22     	21:56:42       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.012               
2024-08-22     	21:56:43       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.011               
2024-08-22     	21:56:44       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.011               
2024-08-22     	21:56:44       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.011               
2024-08-22     	21:56:45       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.011               
2024-08-22     	21:56:45       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.011               
2024-08-22     	21:56:46       	1B 1882 SEO    	aJOZeVXPm3VDRF+4DJvtMw==                          	1B 1882 SEO                                       	0.012               
2024-08-22     	21:56:47       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.012               
2024-08-22     	21:56:47       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.012               
2024-08-22     	21:56:48       	B 1682 SEO     	AKzAmxR6xGE3pblM6l+BkA==                          	B 1682 SEO                                        	0.011               
2024-08-22     	21:56:48       	B 1505 ZF      	gu1tqoY7nbjY3Rf0gzV8sA==                          	B 1505 ZF                                         	0.011               
2024-08-22     	21:56:49       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.011               
2024-08-22     	21:56:50       	8 1882 SEO     	uiRmZFOnHpFNpGxAwMVzCQ==                          	8 1882 SEO                                        	0.014               
2024-08-22     	21:56:50       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.012               
2024-08-22     	21:56:51       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.011               
2024-08-22     	21:56:51       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.012               
2024-08-22     	21:56:52       	B 1609 PDH     	krcMGvWJ+lxJUdvV/pai2Q==                          	B 1609 PDH                                        	0.011               
2024-08-22     	21:56:53       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.011               
2024-08-22     	21:56:53       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.011               
2024-08-22     	21:56:54       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.011               
2024-08-22     	21:56:54       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.011               
2024-08-22     	21:56:55       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.011               
2024-08-22     	21:56:56       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.011               
2024-08-22     	21:56:56       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.012               
2024-08-22     	21:56:57       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.012               
2024-08-22     	21:56:57       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.012               
2024-08-22     	21:56:58       	iB 2123 YJ     	fPgZm5d4v0t28XZ622I2tA==                          	iB 2123 YJ                                        	0.011               
2024-08-22     	21:56:59       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.011               
2024-08-22     	21:56:59       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.012               
2024-08-22     	21:57:00       	q 2123 YJ      	eLHz2JC6R2sgxvLUqfuHgQ==                          	q 2123 YJ                                         	0.011               
2024-08-22     	21:57:01       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.011               
2024-08-22     	21:57:01       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.011               
2024-08-22     	21:57:02       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.011               
2024-08-22     	21:57:02       	B 1095 UKU     	wkNm8GeXDSJ1wIKJ2Rc+Iw==                          	B 1095 UKU                                        	0.012               
2024-08-22     	21:57:03       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.011               
2024-08-22     	21:57:04       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.011               
2024-08-22     	21:57:04       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.011               
2024-08-22     	21:57:05       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.011               
2024-08-22     	21:57:05       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.011               
2024-08-23     	00:09:55       	B 1609 PDM     	Qnvu9FVm+u1kbXdu9aqCoA==                          	B 1609 PDM                                        	0.029               
2024-08-23     	00:09:56       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.022               
2024-08-23     	00:09:57       	B 1609 PDM     	Qnvu9FVm+u1kbXdu9aqCoA==                          	B 1609 PDM                                        	0.026               
2024-08-23     	00:09:57       	B 1669 PDM     	oR2u1Omq+GVdmVxr3y1AQg==                          	B 1669 PDM                                        	0.027               
2024-08-23     	00:09:58       	B 1669 PDM     	oR2u1Omq+GVdmVxr3y1AQg==                          	B 1669 PDM                                        	0.025               
2024-08-23     	00:09:59       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.025               
2024-08-23     	00:09:59       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.024               
2024-08-23     	00:10:00       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.024               
2024-08-23     	00:10:01       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.024               
2024-08-23     	00:10:01       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.024               
2024-08-23     	00:10:02       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.024               
2024-08-23     	00:10:03       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.028               
2024-08-23     	00:10:04       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.027               
2024-08-23     	00:10:04       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.024               
2024-08-23     	00:10:05       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.024               
2024-08-23     	00:10:06       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.024               
2024-08-23     	00:10:06       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.024               
2024-08-23     	00:10:07       	1B 1882 SEO    	aJOZeVXPm3VDRF+4DJvtMw==                          	1B 1882 SEO                                       	0.022               
2024-08-23     	00:10:07       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.022               
2024-08-23     	00:10:09       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.022               
2024-08-23     	00:10:09       	B 1682 SEO     	AKzAmxR6xGE3pblM6l+BkA==                          	B 1682 SEO                                        	0.021               
2024-08-23     	00:10:10       	B 1505 ZF      	gu1tqoY7nbjY3Rf0gzV8sA==                          	B 1505 ZF                                         	0.020               
2024-08-23     	00:10:11       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.019               
2024-08-23     	00:10:11       	8 1882 SEO     	uiRmZFOnHpFNpGxAwMVzCQ==                          	8 1882 SEO                                        	0.019               
2024-08-23     	00:10:12       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.019               
2024-08-23     	00:10:13       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.019               
2024-08-23     	00:10:14       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.019               
2024-08-23     	00:10:14       	B 1609 PDH     	krcMGvWJ+lxJUdvV/pai2Q==                          	B 1609 PDH                                        	0.019               
2024-08-23     	00:10:15       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.018               
2024-08-23     	00:10:15       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.019               
2024-08-23     	00:10:16       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.019               
2024-08-23     	00:10:17       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.019               
2024-08-23     	00:10:17       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.019               
2024-08-23     	00:10:18       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.019               
2024-08-23     	00:10:19       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.019               
2024-08-23     	00:10:19       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.020               
2024-08-23     	00:10:20       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.020               
2024-08-23     	00:10:21       	iB 2123 YJ     	fPgZm5d4v0t28XZ622I2tA==                          	iB 2123 YJ                                        	0.019               
2024-08-23     	00:10:21       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.019               
2024-08-23     	00:10:22       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.020               
2024-08-23     	00:10:23       	q 2123 YJ      	eLHz2JC6R2sgxvLUqfuHgQ==                          	q 2123 YJ                                         	0.020               
2024-08-23     	00:10:23       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.016               
2024-08-23     	00:10:24       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.016               
2024-08-23     	00:10:24       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.016               
2024-08-23     	00:10:25       	B 1095 UKU     	wkNm8GeXDSJ1wIKJ2Rc+Iw==                          	B 1095 UKU                                        	0.016               
2024-08-23     	00:10:26       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.016               
2024-08-23     	00:10:26       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.016               
2024-08-23     	00:10:27       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.016               
2024-08-23     	00:10:28       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.016               
2024-08-23     	00:10:28       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.016               
2024-08-23     	00:13:26       	B 1609 PDM     	Qnvu9FVm+u1kbXdu9aqCoA==                          	B 1609 PDM                                        	0.017               
2024-08-23     	00:13:27       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.013               
2024-08-23     	00:13:27       	B 1609 PDM     	Qnvu9FVm+u1kbXdu9aqCoA==                          	B 1609 PDM                                        	0.013               
2024-08-23     	00:13:28       	B 1669 PDM     	oR2u1Omq+GVdmVxr3y1AQg==                          	B 1669 PDM                                        	0.013               
2024-08-23     	00:13:28       	B 1669 PDM     	oR2u1Omq+GVdmVxr3y1AQg==                          	B 1669 PDM                                        	0.014               
2024-08-23     	00:13:29       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.014               
2024-08-23     	00:13:30       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.014               
2024-08-23     	00:13:30       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.014               
2024-08-23     	00:13:31       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.014               
2024-08-23     	00:13:32       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.014               
2024-08-23     	00:13:32       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.014               
2024-08-23     	00:13:33       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.014               
2024-08-23     	00:13:34       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.014               
2024-08-23     	00:13:35       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.014               
2024-08-23     	00:13:35       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.014               
2024-08-23     	00:13:36       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.014               
2024-08-23     	00:13:37       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.014               
2024-08-23     	00:13:37       	1B 1882 SEO    	aJOZeVXPm3VDRF+4DJvtMw==                          	1B 1882 SEO                                       	0.015               
2024-08-23     	00:13:38       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.014               
2024-08-23     	00:13:39       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.014               
2024-08-23     	00:13:39       	B 1682 SEO     	AKzAmxR6xGE3pblM6l+BkA==                          	B 1682 SEO                                        	0.014               
2024-08-23     	00:13:40       	B 1505 ZF      	gu1tqoY7nbjY3Rf0gzV8sA==                          	B 1505 ZF                                         	0.014               
2024-08-23     	00:13:41       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.014               
2024-08-23     	00:13:41       	8 1882 SEO     	uiRmZFOnHpFNpGxAwMVzCQ==                          	8 1882 SEO                                        	0.014               
2024-08-23     	00:13:42       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.014               
2024-08-23     	00:13:43       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.014               
2024-08-23     	00:13:43       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.014               
2024-08-23     	00:13:44       	B 1609 PDH     	krcMGvWJ+lxJUdvV/pai2Q==                          	B 1609 PDH                                        	0.014               
2024-08-23     	00:13:45       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.014               
2024-08-23     	00:13:45       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.014               
2024-08-23     	00:13:46       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.014               
2024-08-23     	00:13:47       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.012               
2024-08-23     	00:13:47       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.012               
2024-08-23     	00:13:48       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.012               
2024-08-23     	00:13:49       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.012               
2024-08-23     	00:13:49       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.014               
2024-08-23     	00:13:50       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.012               
2024-08-23     	00:13:51       	iB 2123 YJ     	fPgZm5d4v0t28XZ622I2tA==                          	iB 2123 YJ                                        	0.013               
2024-08-23     	00:13:51       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.010               
2024-08-23     	00:13:52       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.010               
2024-08-23     	00:13:53       	q 2123 YJ      	eLHz2JC6R2sgxvLUqfuHgQ==                          	q 2123 YJ                                         	0.010               
2024-08-23     	00:13:54       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.010               
2024-08-23     	00:13:54       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.010               
2024-08-23     	00:13:55       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.010               
2024-08-23     	00:13:56       	B 1095 UKU     	wkNm8GeXDSJ1wIKJ2Rc+Iw==                          	B 1095 UKU                                        	0.010               
2024-08-23     	00:13:56       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.010               
2024-08-23     	00:13:57       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.010               
2024-08-23     	00:13:58       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.010               
2024-08-23     	00:13:58       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.042               
2024-08-23     	00:13:59       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.016               

Tanggal        	Waktu          	NoPlat    	Enkripsi                                          	Deskripsi                                            	Waktu Dekripsi (ms) 
2024-08-23     	00:18:19       	B 1609 PDM     	Qnvu9FVm+u1kbXdu9aqCoA==                          	B 1609 PDM                                        	0.024               
2024-08-23     	00:18:19       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.018               
2024-08-23     	00:18:20       	B 1609 PDM     	Qnvu9FVm+u1kbXdu9aqCoA==                          	B 1609 PDM                                        	0.018               
2024-08-23     	00:18:21       	B 1669 PDM     	oR2u1Omq+GVdmVxr3y1AQg==                          	B 1669 PDM                                        	0.018               
2024-08-23     	00:18:21       	B 1669 PDM     	oR2u1Omq+GVdmVxr3y1AQg==                          	B 1669 PDM                                        	0.025               
2024-08-23     	00:18:22       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.025               
2024-08-23     	00:18:22       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.025               
2024-08-23     	00:18:23       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.026               
2024-08-23     	00:18:24       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.025               
2024-08-23     	00:18:24       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.025               
2024-08-23     	00:18:25       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.025               
2024-08-23     	00:18:26       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.025               
2024-08-23     	00:18:26       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.025               
2024-08-23     	00:18:27       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.025               
2024-08-23     	00:18:28       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.027               
2024-08-23     	00:18:28       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.025               
2024-08-23     	00:18:29       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.025               
2024-08-23     	00:18:30       	1B 1882 SEO    	aJOZeVXPm3VDRF+4DJvtMw==                          	1B 1882 SEO                                       	0.026               
2024-08-23     	00:18:30       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.020               
2024-08-23     	00:18:31       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.020               
2024-08-23     	00:18:32       	B 1682 SEO     	AKzAmxR6xGE3pblM6l+BkA==                          	B 1682 SEO                                        	0.020               
2024-08-23     	00:18:32       	B 1505 ZF      	gu1tqoY7nbjY3Rf0gzV8sA==                          	B 1505 ZF                                         	0.020               
2024-08-23     	00:18:33       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.020               
2024-08-23     	00:18:34       	8 1882 SEO     	uiRmZFOnHpFNpGxAwMVzCQ==                          	8 1882 SEO                                        	0.017               
2024-08-23     	00:18:34       	B 1882 SEO     	XHnwdj5OE4hbvNCLdlVnVw==                          	B 1882 SEO                                        	0.017               
2024-08-23     	00:18:35       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.017               
2024-08-23     	00:18:36       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.017               
2024-08-23     	00:18:36       	B 1609 PDH     	krcMGvWJ+lxJUdvV/pai2Q==                          	B 1609 PDH                                        	0.017               
2024-08-23     	00:18:37       	B 1609 PDN     	Ez5pt48X48iPiGXlLAtu7g==                          	B 1609 PDN                                        	0.017               
2024-08-23     	00:18:38       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.018               
2024-08-23     	00:18:38       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.017               
2024-08-23     	00:18:39       	B 2526 KMB     	tQU7hmsle73ygXkSLM+pJw==                          	B 2526 KMB                                        	0.017               
2024-08-23     	00:18:40       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.017               
2024-08-23     	00:18:40       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.017               
2024-08-23     	00:18:41       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.017               
2024-08-23     	00:18:42       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.017               
2024-08-23     	00:18:42       	B 1505 ZFX     	74Sb38vPIMRPf7h7QBHVzg==                          	B 1505 ZFX                                        	0.017               
2024-08-23     	00:18:43       	iB 2123 YJ     	fPgZm5d4v0t28XZ622I2tA==                          	iB 2123 YJ                                        	0.017               
2024-08-23     	00:18:44       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.020               
2024-08-23     	00:18:44       	B 2123 YJ      	ZuxJxYLxBWN+pWv7EPprWw==                          	B 2123 YJ                                         	0.020               
2024-08-23     	00:18:45       	q 2123 YJ      	eLHz2JC6R2sgxvLUqfuHgQ==                          	q 2123 YJ                                         	0.020               
2024-08-23     	00:18:46       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.020               
2024-08-23     	00:18:46       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.023               
2024-08-23     	00:18:47       	B 1095 LKU     	lEeiipQXpBnoBsQdWdgQIw==                          	B 1095 LKU                                        	0.017               
2024-08-23     	00:18:48       	B 1095 UKU     	wkNm8GeXDSJ1wIKJ2Rc+Iw==                          	B 1095 UKU                                        	0.017               
2024-08-23     	00:18:48       	L 1373 LN      	CL6OOSgIiCwyhqFtK0La5g==                          	L 1373 LN                                         	0.016               
